ai_overviews,youtube_citations,distinct_videos,aio_citing_video,share_aio_citing_video,searches_citing_multiple,share_with_timestamp,share_shorts,top1_share,top5_share,videos_with_constant_timestamp,videos_multi_cited_with_timestamp
336,607,96,257,0.765,182,0.56,0.11,0.087,0.334,24,38
