rows,ranked_rows,labels_corrected,rank_rows_changed,citation_rate_all_old,citation_rate_all_new,citation_rate_ranked_old,citation_rate_ranked_new
6635,4857,20,4426,0.4816,0.4811,0.2907,0.2911
